World rank,Company,Country,Region,Industry-ICB3 sector name,R&D 2021 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
738,XEROX HOLDINGS,US,US,Support Services,221.613924,-2.33463035,6214.019112,0.227855312,3.566354078,60.038832,-8.108108108,0.966183575,-390.252408,-185.3281853,-6.280193237,23300,-5.668016194,3547.331965,0.006787251
739,ALIGN TECHNOLOGY,US,US,Health Care Equipment & Services,221.009121,42.78665485,3489.831275,59.8979911,6.332945738,354.13905,158.9132178,10.14774131,862.086993,152.1883094,24.7028273,22540,24.73713337,49460.682,139.4179692
740,FACTSET RESEARCH SYSTEMS,US,US,Software & Computer Services,220.819292,11.65178551,1405.124985,6.514509329,15.7152776,54.145314,-21.01568758,3.853416214,418.542175,7.819906297,29.78682889,10892,3.891644411,12682.82882,7.899524289
741,YOKOGAWA ELECTRIC,Japan,Japan,Electronic & Electrical Equipment,220.479752,3.795902039,3014.210231,4.194213883,7.314677315,64.017981,-4.695591737,2.123872461,226.324166,-5.910332476,7.508572683,,,3382.855534,-0.577034039
742,SANA BIOTECHNOLOGY,US,US,Pharmaceuticals & Biotechnology,219.517862,-3.588117011,,,,26.365876,25.09216018,,-315.123521,24.94670029,,383,45.62737643,3979.77962,
743,LIGHT & WONDER,US,US,Travel & Leisure,218.965152,-1.195219124,1900.935372,26.72160094,11.51881096,150.980004,-10,7.942405945,244.569948,-246.5608466,12.86576869,9500,5.555555556,6156.050391,255.9179712
744,INOVIO PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,218.493287,169.4698962,1.566978,-76.05306849,13943.6091,1.086888,-19.0482007,69.36204593,-265.952521,142.7570397,-16972.32003,317,20.99236641,1604.699937,-9.513550717
745,CANOO,US,US,Automobiles & Parts,217.41562,72.36563993,,,,120.60212,1707.277205,,-397.229273,125.2686291,,805,117.5675676,,
746,JOHNSON MATTHEY,UK,Row,Chemicals,217.059958,0.549450555,19202.09656,3.292286096,1.13039718,424.630957,17.76315804,2.211378095,372.441677,-25.59241707,1.939588606,13497,-1.048387097,6746.588115,23.74736586
747,SYSMEX,Japan,Japan,Health Care Equipment & Services,216.127364,24.15952404,2812.276444,19.24359088,7.685139363,98.705661,28.58006019,3.509813596,536.611536,33.39931593,19.08103797,8771,25.94773119,20273.44661,35.34088151
748,SCHINDLER,Switzerland,RoW,Industrial Engineering,215.724829,9.313725279,10869.43581,5.601503761,1.984692056,113.182982,-10.00000008,1.041295832,1127.960319,12.98449614,10.37735848,69015,3.511113777,11651.11242,22.6876733
749,SHENZHEN INOVANCE TECHNOLOGY,China,China,Electronic & Electrical Equipment,215.30323,73.22360889,2472.744502,55.78647762,8.707055251,107.910792,117.2838872,4.364008975,443.520317,37.0663472,17.93635843,16938,31.64930825,20429.97084,91.22505533
750,TIANMA MICROELECTRONICS,China,China,Electronic & Electrical Equipment,214.778482,-5.430105406,4307.675095,7.814992825,4.985948969,845.615526,-38.27634918,19.63043886,342.971844,-11.44721119,7.961878193,26797,-28.51083129,4520.14258,8.533475162
751,GENERAL MILLS,US,US,Food Producers,214.638824,1.587964804,16769.19895,4.776300545,1.279958719,502.118878,7.140165663,2.994292569,2961.062218,-0.513200857,17.65774398,32500,-7.142857143,30945.50548,-10.28794384
752,ESTEE LAUDER,US,US,Personal Goods,214.550532,6.578947368,14316.61266,13.43920526,1.498612396,562.422588,2.247191011,3.928461301,2510.152932,314.4314869,17.53314832,62000,29.16666667,44269.46294,14.14508043
753,GN STORE NORD,Denmark,EU,Technology Hardware & Equipment,213.423987,25.67353473,2122.801636,17.29496615,10.05388273,97.965108,40.54054101,4.614896952,322.558194,47.32636771,15.19492865,7228,10.77394636,8811.692003,1.851961187
754,ENDRESS & HAUSER,Switzerland,RoW,Electronic & Electrical Equipment,213.418,9.380061092,2879.104,11.73210721,7.412653381,172.368,-4.811658871,5.986862579,434.003,28.75943809,15.07423837,15117,4.586965546,,
755,AKZO NOBEL,Netherlands,EU,Chemicals,213,-3.181818182,9587,12.3915592,2.221758631,253,12.94642857,2.638990299,1118,16.09553479,11.66162512,32800,1.863354037,19570.0939,22.28011495
756,SILICON LABORATORIES,US,US,Technology Hardware & Equipment,212.686679,-5.41763013,636.464594,41.08837254,33.4168909,25.231319,57.98872396,3.964292631,-28.993458,-68.89987522,-4.555392126,1667,-9.30359086,6229.660264,57.31441001
757,SK TELECOM,South Korea,RoW,Fixed Line Telecommunications,212.37425,13.32941563,12462.26838,4.107710053,1.704137991,2461.739588,-10.28633517,19.75354336,1032.157948,11.09934667,8.282263841,,,15978.29417,18.39294811
758,BURELLE,France,EU,General Industrials,211.925,1.914947846,7244.594,2.250887635,2.925284702,161.674,-26.51816434,2.231650248,277.124,-306.8799737,3.825252319,25023,-5.312748326,1332.278234,52.20883534
759,SYMRISE,Germany,EU,Chemicals,211.879,5.856931593,3825.691,8.670480004,5.538319744,154.314,18.09985918,4.033624252,558.955,14.65437845,14.61056316,11151,5.887380116,16305.36405,3.927495134
760,MORPHOSYS,Germany,EU,Pharmaceuticals & Biotechnology,211.525206,75.41027846,179.612,-45.18977839,117.7678585,3.81,-14.47811448,2.121239115,-508.219,-2879.27923,-282.9538115,732,19.02439024,1678.863656,-51.32633058
761,ACADIA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,211.385249,-24.97884888,427.463239,9.595816609,49.4510942,0.99064,-85.21155608,0.231748583,-150.484683,-40.52779983,-35.20412266,514,-14.47587354,2483.545081,-54.94071202
762,KONTRON,Austria,EU,Technology Hardware & Equipment,211.3,14.77644937,1341.953,6.945228099,15.74570793,46.99,38.53183962,3.501612948,60.401,-11.62596749,4.500977307,6206,2.291082908,1274.876161,-17.70477608
763,ILLINOIS TOOL WORKS,US,US,Industrial Engineering,211.018836,11.68224299,12762.66642,14.95944011,1.653407126,261.345504,25.42372881,2.047734348,3069.926748,20.64538515,24.05396057,45000,4.651162791,64756.65283,17.42826492
764,CHINA NATIONAL NUCLEAR POWER,China,China,Electricity,210.765504,16.94649771,8515.71591,19.53315449,2.475018028,3481.950168,4.972223988,40.88851959,3233.698616,15.19332463,37.97330313,15756,8.617123949,12918.05159,28.49685697
765,INTERNATIONAL GAME TECHNOLOGY,UK,Row,Travel & Leisure,210.135912,24.64126429,3675.612612,17.45367875,5.717030987,,,,818.470548,-1547.126057,22.26759548,10486,-5.086893555,3886.955934,93.69239374
766,PELOTON INTERACTIVE,US,US,Leisure Goods,210.047619,168.2074428,3550.943743,120.2639795,5.915261807,212.784684,54.09207228,5.992341738,-165.813127,132.4257429,-4.669550942,7866,112.9399025,16207.74582,
767,WILLIAM DEMANT INVEST,Denmark,EU,0,209.117828,9.590973123,3181.578389,22.45817579,6.572769941,,,,650.499087,137.5429975,20.44579789,21527,8.045573178,,
768,JS GLOBAL LIFESTYLE,China,China,General Retailers,208.312673,34.39837274,4547.582173,22.75545449,4.580734665,56.938002,-5.474694718,1.252049987,523.032699,4.028835014,11.50133586,5582,13.31709298,7723.58408,59.91032866
769,SHENZHEN TRANSSION HOLDINGS,China,China,Technology Hardware & Equipment,208.30607,31.85996596,6713.589081,31.20444857,3.102752752,102.583367,132.0549924,1.527995916,658.691185,24.59182532,9.811312207,16095,6.695392774,,
770,2SEVENTY,US,US,Pharmaceuticals & Biotechnology,207.501266,29.93426331,48.138782,-78.02613238,431.0480186,10.219845,-48.00323545,21.22996174,-268.300296,119.9297965,-557.3474958,437,-5,,
771,SIKA,Switzerland,RoW,Chemicals,207.308659,10.69214907,8950.452202,17.45223739,2.31618084,152.168231,30.97418825,1.700117799,1346.006851,23.07828397,15.03842287,27059,8.898100451,45275.09072,52.40073721
772,PROCORE TECHNOLOGIES,US,US,Software & Computer Services,207.148097,91.90080115,454.547816,28.61168515,45.57234458,10.933247,71.93835395,2.405301844,-244.258275,411.3906551,-53.73654133,2885,39.84488609,10572.16249,
773,XERO,New Zealand,RoW,Software & Computer Services,206.335906,58.02211903,661.616327,29.22269805,31.18664059,11.478554,80.18180562,1.734926049,25.319294,-31.95649243,3.826884701,4784,31.35639758,14447.95443,56.66728818
774,ASM INTERNATIONAL,Netherlands,EU,Technology Hardware & Equipment,206.019,19.9074586,1729.911,30.25241657,11.90922539,72.199,-24.3522176,4.173567311,491.458,50.22727064,28.4094384,3312,28.22299652,16199.12397,157.9703732
775,SINOCHEM INTERNATIONAL,China,China,Chemicals,205.83164,34.24646727,11111.3431,49.14338628,1.852446082,1199.696546,79.42397875,10.79704348,484.524364,34.21950428,4.360628229,25171,-6.701508581,4267.292657,104.1292556
776,VIFOR PHARMA,Switzerland,RoW,Pharmaceuticals & Biotechnology,205.567382,13.69716399,1696.970834,-3.64185667,12.11378404,56.011065,-15.47445305,3.300649833,268.640292,-6.277421517,15.83057803,2300,-15.22300037,8199.477893,-2.285502532
777,TIANNENG POWER,China,China,Electronic & Electrical Equipment,205.563124,16.73872554,11866.18547,59.95488953,1.732343764,212.000025,59.75487531,1.786589512,269.521199,-35.01596854,2.271338163,25618,5.082242914,1326.05035,-37.5
778,XPERI,US,US,Electronic & Electrical Equipment,204.996411,18.97219629,774.938863,-1.605793545,26.45323661,12.316789,89.05000018,1.589388478,22.473947,-87.17094508,2.900092907,1900,2.702702703,1979.388155,1.474032282
779,BEAM THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,204.956679,124.9818278,45.774311,215918.4568,447.7548095,41.330555,186.1833001,90.29203083,-346.516767,195.6199157,-757.0114316,341,88.39779006,6497.982846,466.5641998
780,LUYE PHARMA,China,China,Pharmaceuticals & Biotechnology,204.626756,17.34765505,720.740352,-6.127021602,28.39118906,77.088007,-19.71874173,10.69566964,22.460619,-86.37707541,3.116326003,824,-83.39713883,1664.024618,7.702392902
781,GOJEK,Indonesia,RoW,Support Services,204.549763,6.298050653,280.659716,36.29610525,72.88176797,16.379475,3.86853576,5.836061988,-1389.857647,75.0057948,-495.2109504,9044,84.75995914,,
782,TRADE DESK,US,US,Software & Computer Services,204.225618,33.92971887,1056.389429,43.11241305,19.3324178,48.387766,-26.00154023,4.580485631,110.203924,-13.44655001,10.43213052,1967,27.31391586,30682.71606,73.01521022
783,SANTEN PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,203.912847,9.393662693,2058.354745,6.671340709,9.906593968,134.081375,319.0384223,6.514007137,274.223624,172.4633229,13.32246663,4315,2.033577678,5076.021256,-18.80800681
784,SICK,Germany,EU,Electronic & Electrical Equipment,203.7,3.716904277,1963.7,15.49817669,10.37327494,70.6,54.8245614,3.595253858,202,43.66998578,10.28670367,9916,-4.955429886,,
785,BILL.COM,US,US,Software & Computer Services,203.140505,148.6270653,566.801008,169.430677,35.83982776,4.747482,-71.55327611,0.837592371,-279.726215,177.990998,-49.35174974,2269,63.94508671,22962.63089,227.7040642
786,SONOS,US,US,Leisure Goods,203.119314,9.759157809,1515.754479,29.43585596,13.4005419,40.200412,37.826547,2.652171744,140.261306,35046.07461,9.253563684,1525,6.86755431,4411.876383,221.0483671
787,DEUTSCHE BORSE,Germany,EU,Financial Services,202.8,28.19216182,4491.8,21.27544684,4.514893806,37.8,-38.23529412,0.841533461,1709.3,11.85054312,38.0537869,10200,40.92290688,27872.99942,-7.561436818
788,GUIDEWIRE SOFTWARE,US,US,Software & Computer Services,202.48979,11.95071748,656.248272,0.12932654,30.8556683,16.782619,-11.08200446,2.557358201,-93.222647,342.033001,-14.20539314,2942,9.36802974,8689.052954,4.972471122
789,TONGKUN,China,China,General Retailers,202.288557,40.09923992,8022.313796,28.38284428,2.521573727,1394.76878,155.3897217,17.38611597,545.698424,271.9262292,6.802257277,25100,29.57513809,7577.422473,83.41334046
790,SIRIUS XM,US,US,Media,202.189596,4.090909091,7677.907104,8.15920398,2.633394664,342.574512,10.85714286,4.461821527,1779.09186,127.4266366,23.17157314,5590,-2.375130981,22422.94322,-0.318977634
791,AAC TECHNOLOGIES HOLDINGS,China,China,Electronic & Electrical Equipment,202.168861,-10.0727595,2448.604353,3.073169624,8.256493572,162.924869,-43.71315746,6.653784994,252.945723,-3.126695359,10.33019984,37591,11.4302653,5931.654305,-11.34969913
792,NATERA,US,US,Pharmaceuticals & Biotechnology,201.843489,128.5280152,552.256601,59.96879862,36.54885947,43.782435,152.9483775,7.927915198,-413.36206,116.4696206,-74.84963679,2670,47.10743802,9806.39823,118.2217447
793,OFILM GROUP,China,China,Electronic & Electrical Equipment,201.449821,-27.89433256,3104.449015,-51.99839607,6.489068431,121.787074,-44.54785526,3.922985155,-203.481938,96.67744706,-6.554526649,17973,-34.17930125,2782.285695,-60.21803708
794,AVAYA HOLDINGS,US,US,Technology Hardware & Equipment,201.306672,10.14492754,2624.933052,3.480682214,7.669021191,99.770412,15.30612245,3.800874538,185.41404,-149.4117647,7.063572149,8063,-2.455843213,1499.701669,31.89457839
795,CHINA SHIPBUILDING (GROUP POWER),China,China,Electronic & Electrical Equipment,201.216066,67.32204717,3812.478832,5.225294951,5.277827756,159.764698,-5.063568756,4.190572723,57.949163,-36.21160033,1.519986485,22803,2.53147482,5400.77748,208.3136841
796,GRUENENTHAL PHARMA,Germany,EU,Pharmaceuticals & Biotechnology,201.212,2.449580196,1467.363,14.61221525,13.71248968,,,,155.347,91.62554892,10.58681458,4533,-2.32708468,,
797,IDEMITSU KOSAN,Japan,Japan,Oil & Gas Producers,201.122062,27.10572599,51693.38735,46.74826955,0.389067291,732.414873,-21.74304495,1.416844418,3235.664052,249.0800669,6.259338414,,,6074.535102,12.92808219
798,BENTLEY SYSTEMS,US,US,Software & Computer Services,200.885517,17.68999204,852.062274,20.39838116,23.57638909,15.485604,13.18404975,1.817426316,167.433292,7.576015452,19.65035856,4626,12.71929825,15377.62838,71.71734767
799,TIANDI SCIENCE & TECHNOLOGY,China,China,Industrial Engineering,200.506624,23.98953966,3171.740785,14.36247333,6.321658597,53.622137,6.408608887,1.690621669,354.782325,22.18165097,11.18572888,21221,-2.869827902,3120.382422,66.36085897
800,NINESTAR,China,China,Technology Hardware & Equipment,200.005518,21.342062,3109.456834,7.987119011,6.432168982,107.584117,30.23852022,3.459900643,340.418871,66.00602111,10.94785646,21787,21.03216488,4926.504702,-3.357376086
801,ELEKTA,Sweden,EU,Health Care Equipment & Services,199.96962,37.93800522,1421.18126,5.703698315,14.0706626,18.365553,12.57484791,1.292273795,160.503217,-9.22651969,11.29364857,4751,10.12980992,3894.157185,-0.276620975
802,QISDA,Taiwan,RoW,Technology Hardware & Equipment,199.616457,27.22458205,7204.99882,17.8711658,2.770527268,194.488579,29.14987755,2.699356153,239.920487,12.83697821,3.329917089,,,1865.707517,59.94623333
803,BRP,Canada,RoW,Automobiles & Parts,198.889526,19.603797,5248.748122,28.4735171,3.789275488,431.613605,148.2826698,8.223172364,815.117632,77.98591327,15.52975325,,,2736.390708,35.48414735
804,EYGS,UK,Row,Support Services,198.6579,24.30939227,4263.390059,93.24732806,4.659622912,10.595088,0,0.248513222,46.672901,12.83590772,1.094736826,296,157.3913043,,
805,NEW RELIC,US,US,Software & Computer Services,198.23233,19.2057131,693.555343,17.65496198,28.58204929,5.101534,-69.16262285,0.735562641,-201.794928,33.34480735,-29.09572106,2217,2.260147601,4578.736222,40.12900425
806,SHISEIDO,Japan,Japan,Personal Goods,198.052972,-5.086692289,8002.55689,12.40943524,2.474871153,560.669495,28.6839725,7.00612945,117.560855,7.182125733,1.469041165,35318,-9.522223645,22552.01727,18.18181818
807,BOX,US,US,Software & Computer Services,198.046916,7.478677673,771.968706,13.43617418,25.65478555,4.151508,-48.0556861,0.537781903,-24.391658,-23.76931519,-3.159669273,2172,12.30610134,3449.472208,27.1365552
808,JIANGSU EASTERN SHENGHONG,China,China,Personal Goods,198.045632,147.3784977,6191.179815,56.14364267,3.198835083,5781.938775,124.0755548,93.38993452,1014.951102,281.1254956,16.39350063,24458,31.51583589,7772.048045,676.234154
809,SUMITOMO RUBBER INDUSTRIES,Japan,Japan,Automobiles & Parts,196.72329,5.087755248,7236.242868,18.3635405,2.718583298,368.955702,14.50301088,5.098719166,391.622134,26.28508742,5.411953981,40055,1.926306682,2682.197968,29.1870715
810,LIVZON PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,196.560437,56.01652301,1634.14577,14.03461366,12.02832946,181.438775,102.3416645,11.1029737,303.173044,-5.420908855,18.55238679,8580,2.54571531,3297.655316,-28.57937206
811,TG THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,196.520341,34.1677927,5.905878,4300.672111,3327.538107,0.354052,12.32507305,5.994908801,-304.405707,26.01519064,-5154.283698,286,5.147058824,3381.200174,21.90060355
812,AUROBINDO PHARMA,India,RoW,Pharmaceuticals & Biotechnology,196.116608,4.890465066,2777.33947,-4.846872953,7.061312098,,,,411.704422,-26.10594741,14.82369824,15431,-20.31088618,5064.602007,-10.09763362
813,KONAMI,Japan,Japan,Software & Computer Services,195.74149,68.36225798,2315.5167,9.853441735,8.453469154,178.795782,-1.837782802,7.721636471,580.738409,419.7606043,25.08029456,4894,-1.766358892,7743.307644,70.86903303
814,SIMCERE PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,195.516024,23.68708553,692.950366,10.88996436,28.21501129,29.034594,-40.62821644,4.1899962,32.3396,-61.10529534,4.666943202,6182,-5.067567568,2313.482426,-12.48378636
815,SAAB,Sweden,EU,Aerospace & Defence,195.378232,-18.40065269,3824.91965,10.50774745,5.108034936,119.473788,-3.624902039,3.123563341,285.838353,127.3504275,7.473055101,18153,0.442649256,3353.317005,-1.076918382
816,DR REDDY'S LABORATORIES,India,RoW,Pharmaceuticals & Biotechnology,195.021011,6.102922272,2547.571875,13.00270922,7.655172084,174.202292,50.49789526,6.83797359,340.229197,18.41191048,13.3550382,24795,9.041734465,9300.334005,10.5243039
817,BRUKER,US,US,Health Care Equipment & Services,194.949619,11.5151514,2134.821939,21.65534588,9.131891304,81.229008,-5.349793356,3.804954714,377.008548,61.01055862,17.65995286,7765,4.932432432,11775.18272,107.326565
818,LITE-ON TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,194.925162,21.07994989,5255.707846,4.896675733,3.708827958,119.194644,10.648607,2.267908481,501.549936,25.91470398,9.542956928,,,4587.53989,31.89654905
819,JIANGSU ZHONGTIAN TECHNOLOGIES,China,China,Electronic & Electrical Equipment,194.857618,22.99467298,6312.966751,4.292865229,3.086625127,179.608728,3.858119679,2.845076413,619.674493,33.32283682,9.815899837,12836,2.729091637,3454.951735,-28.0525344
820,ALLOGENE THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,194.398674,14.08851403,33.982861,,572.0491691,18.935188,-67.48536955,55.71981712,-225.844895,-0.949106198,-664.5847005,310,16.98113208,2994.061127,-31.71062838
821,MATCH GROUP,US,US,Software & Computer Services,194.34923,-17.66875262,3266.489469,33.82451883,5.949788966,79.648574,48.55251678,2.43835392,-121.019743,-77.02777457,-3.704886979,13200,60.97560976,33590.72615,31.55109455
822,HUSQVARNA,Sweden,EU,Industrial Engineering,194.303651,10.01106199,4597.152113,12.19750614,4.226609132,246.567328,94.15384676,5.363479866,561.32166,60.54763893,12.21020419,13704,1.024695909,5257.03911,23.28962912
823,DYSON TECHNOLOGY,UK,Row,General Industrials,194.04923,-22.24334619,5785.537487,2.30504635,3.354039801,16.605679,14636.89353,0.287020507,616.42656,-4.132078829,10.6546118,3276,2.567313713,,
824,ALLIED IRISH BANKS,Ireland,EU,Banks,194,-13.77777778,2405,0.711892797,8.066528067,31,47.61904762,1.288981289,634,-168.0988185,26.36174636,8916,-3.013162189,,
825,KDDI,Japan,Japan,Technology Hardware & Equipment,193.893852,3.936845134,42106.90145,2.524357665,0.460479982,3291.734867,2.671186976,7.817566133,8188.356692,2.323831273,19.44659049,48829,3.188926458,60029.59445,9.486679663
826,AUTOHOME,China,China,Automobiles & Parts,193.764978,2.4783262,1003.033486,-16.41791659,19.31789723,30.324941,-17.08805067,3.023322892,246.927664,-43.40544095,24.61808778,5793,33.63321799,4671.687885,
827,SHANDONG CHENMING PAPER,China,China,Forestry & Paper,193.702584,15.61411408,4386.50223,6.216783065,4.415877933,87.677995,148.8589847,1.998813414,699.093856,9.827828261,15.93738745,12296,-3.575909661,343.914141,55.79710886
828,BLACKBERRY,Canada,RoW,Technology Hardware & Equipment,193.360356,1.860465116,633.939432,-19.5968645,30.50139276,7.063392,0,1.114206128,-1.765848,-99.81933153,-0.278551532,3325,-4.918501573,5591.302285,115.3482349
829,SWEDISH ORPHAN BIOVITRUM,Sweden,EU,Pharmaceuticals & Biotechnology,192.838315,24.85768534,1517.014283,1.75611034,12.71170068,4.591388,14.63415669,0.30265951,369.948682,-21.59420291,24.38663143,1559,3.313452618,5578.256055,-1.75252849
830,KODIAK SCIENCES,US,US,Pharmaceuticals & Biotechnology,191.894702,102.38572,,,,55.887323,804.5155924,,-235.785737,96.35092378,,93,29.16666667,4278.390254,106.0759401
831,ONECONNECT FINANCIAL TECHNOLOGY,China,China,Financial Services,191.623918,5.961837885,572.735961,24.75830924,33.45763686,6.313549,167.079074,1.102348976,-171.90421,-7.518305413,-30.01456547,3842,6.811231582,1618.372881,-78.21047809
832,DENALI THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,191.322567,1.917550426,42.963964,-85.50284685,445.3093923,7.504854,174.6365889,17.46778766,-261.125655,-571.5568119,-607.7783116,380,30.58419244,5713.623492,91.40835801
833,AVIC ELECTROMECHANICAL SYSTEMS,China,China,Aerospace & Defence,191.278851,6.46252207,2042.600128,22.64428026,9.364478557,105.026432,0.329277105,5.141800912,217.347825,2.539238517,10.64074275,29118,-1.475265615,7537.927891,41.68603571
834,SOLAREDGE TECHNOLOGIES,US,US,Alternative Energy,191.270474,32.8034673,1733.943541,34.57849846,11.03095167,131.777289,17.71511967,7.599860427,182.887994,50.47035893,10.54751724,3964,24.88972905,13373.54433,36.65885806
835,KPN,Netherlands,EU,Fixed Line Telecommunications,191,7.303370787,5238,-0.380372765,3.646429935,989,7.26681128,18.88125239,1863,104.0525739,35.56701031,9699,-3.989309048,11406.51966,23.5320871
836,SUNTORY,Japan,Japan,Beverages,190.971644,3.528770282,17669.89052,8.412401175,1.080774348,,,,1856.923454,13.86955781,10.50896977,40275,0.576865448,,
837,HANWHA AEROSPACE,South Korea,RoW,Aerospace & Defence,190.773844,3.779664973,4773.331448,20.55163232,3.996660322,244.265101,-0.692637516,5.117287657,285.017098,57.02049806,5.971030948,,,1917.541129,97.28682177
838,NAVINFO,China,China,Software & Computer Services,190.508558,37.87425171,415.308578,43.34583976,45.8715683,86.938714,116.1802709,20.93352235,14.536839,-170.0381941,3.50025012,4354,-3.629924745,3476.126225,-20.50199455
839,LUMENTUM,US,US,Health Care Equipment & Services,189.387198,8.006042542,1538.759947,,12.30778058,83.701195,,5.439522595,288.892732,,18.774386,5618,,5561.298081,-2.605022947
840,SARTORIUS,Germany,EU,Electronic & Electrical Equipment,189.027,26.3819801,3449.222,47.67673507,5.480279321,407.168,69.47397338,11.80463304,897.349,93.89395943,26.01598273,13832,30.03666447,20936.44846,57.25534381
841,KONE,Finland,EU,Industrial Engineering,188.8,5.122494432,10514.1,5.791618453,1.795683891,96.5,9.659090909,0.917815124,1295.3,6.793635089,12.31964695,62720,2.183121538,31831.86431,-2.227169484
842,JSR,Japan,Japan,Chemicals,188.675625,-0.12276958,2636.147756,-23.6475306,7.157247714,368.089863,-13.75056615,13.96317267,338.29572,-176.4179938,12.83295746,,,6669.058267,68.80530976
843,SGIS SONGSHAN,China,China,Industrial Metals & Mining,188.562643,32.69038252,6018.525651,41.69248983,3.133037125,251.456904,27.80108202,4.178048223,315.266957,-1.200781696,5.238275539,5589,-7.741828986,1844.375069,25.57077299
844,HUMANIGEN,US,US,Pharmaceuticals & Biotechnology,188.164348,193.0906473,3.174111,1052.244511,5928.096024,,,,-205.519985,163.9198196,-6474.883361,11,10,869.644981,
845,CHANEL,UK,Row,Personal Goods,187.881406,53.75328075,13703.99717,14.2973641,1.370997117,786.516167,-10.55241905,5.739319394,4785.051302,168.9929434,34.91719419,27742,1.503786909,,
846,SWISSCOM,Switzerland,RoW,Fixed Line Telecommunications,187.670928,33.79310349,10818.16489,0.747747746,1.734775999,2195.943332,3.747714798,20.29866761,2049.869569,4.384236472,18.94840382,18905,-0.823628161,26930.16431,7.480004885
847,ANYANG IRON AND STEEL,China,China,Industrial Metals & Mining,187.59634,62.37537231,6962.20168,62.43670153,2.694497353,455.745344,91.91756167,6.545994571,226.403257,70.01550874,3.251891677,14763,-3.805303968,1366.849888,91.6278931
848,NIPPON PAINT,Japan,Japan,Industrial Engineering,187.477365,31.72016696,7717.378854,27.79634024,2.429288085,270.018119,38.52621517,3.498831975,694.565333,2.55927306,9.000016018,30247,10.72186837,25087.93041,9.593158661
849,TOYODA GOSEI,Japan,Japan,Automobiles & Parts,187.415519,9.796195474,6418.365033,15.07211385,2.919988471,399.89399,4.300836741,6.230465047,271.100418,-14.08481785,4.223823616,39511,1.772145378,2352.549367,1.09296611
850,GLOBAL BLOOD,US,US,Pharmaceuticals & Biotechnology,187.299082,36.75365215,171.948566,57.30555935,108.9273882,2.854493,-63.06831208,1.660085377,-254.008405,17.83040333,-147.7234797,457,17.48071979,1580.965561,-53.51777149
851,AT&S AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,Austria,EU,Electronic & Electrical Equipment,187.039,41.69728559,1589.867,33.8019599,11.76444319,605.571,38.26705817,38.08941251,130.161,43.94996737,8.186911232,14269,18.32656107,1427.7375,126.5721429
852,10X GENOMICS,US,US,Pharmaceuticals & Biotechnology,186.960922,71.63282676,433.065392,64.12856183,43.17152224,89.420776,176.21775,20.6483311,-46.135427,-90.16954461,-10.65322417,1239,45.42253521,14073.00214,92.75268102
853,CHINA NUCLEAR ENGINEERING,China,China,Construction & Materials,186.848646,45.32369047,11437.64121,14.35146029,1.633629195,1110.501597,-0.01496208,9.709183712,625.150219,13.99219298,5.465726785,41153,10.57878332,3085.214727,-0.469077206
854,ENEOS HOLDINGS,Japan,Japan,Oil & Gas Producers,186.704294,6.80139701,84432.91431,42.61874265,0.221127383,1784.223889,-2.719505671,2.113185247,5657.655774,187.0835508,6.700770452,41852,2.696733983,10640.72589,2.526467716
855,SCREEN HOLDINGS,Japan,Japan,Technology Hardware & Equipment,185.807532,11.75950906,3184.00747,28.57843043,5.835650002,68.130717,63.50649512,2.139778805,461.314454,165.7921704,14.48848529,5943,-0.651955868,3706.901139,82.5918762
856,YAMAHA,Japan,Japan,Leisure Goods,185.78434,-0.649055393,3155.651239,9.544856852,5.887353384,112.327166,15.5742916,3.559555778,345.748121,27.28825152,10.95647443,19895,-0.629339194,9610.753458,25.5319149
857,YUTONG BUS,China,China,Automobiles & Parts,185.758722,-6.137128343,2869.948176,4.436071753,6.472546214,95.882574,-27.71148338,3.340916564,43.422303,543.7963019,1.51299955,15737,-2.363816851,3774.221535,-13.44123744
858,TOTO,Japan,Japan,Construction & Materials,185.722495,7.27394506,4988.416235,11.07490512,3.723075346,,,,403.396,26.18736678,8.086654782,,,8195.460972,28.67883996
859,SAMSARA,US,US,Software & Computer Services,185.555307,103.3301413,378.19608,71.40313301,49.06325497,17.087228,-39.71403659,4.51808702,-312.420891,74.55786873,-82.60817801,1616,8.456375839,,
860,KINGFA SCI.& TECH.,China,China,General Industrials,185.151737,3.082065265,5457.709939,14.38347339,3.392480346,873.068304,122.5896745,15.99697151,411.978625,-49.31102462,7.548562119,9728,-5.166699162,5782.083646,-6.839083679
