World rank,Company,Country,Region,Industry,R&D 2019 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%),,,,,,,
2325,SANGAMO BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,38.7,43.00650895,91.2,21.28546358, 42.5 ,18.4,-51.99117767, 20.2 ,-93.6,40.1,-102.7,354.0,17.2,1122.4,-32.0,,,,,,,
2326,HUBER UND SUHNER,Switzerland,RoW,Electronic & Electrical Equipment,38.7,15.03198404,763.7,-6.149686332, 5.1 ,29.1,25.95751098, 3.8 ,74.0,-2.4,9.7,4823.0,8.2,1177.4,-14.8,,,,,,,
2327,APPLIED OPTOELECTRONICS,US,US,Electronic & Electrical Equipment,38.6,-13.03328459,169.9,-28.63664409, 22.7 ,25.6,-59.93403313, 15.1 ,-43.4,352.7,-25.5,3115.0,5.4,158.7,-78.1,,,,,,,
2328,FIVE9,US,US,Software & Computer Services,38.6,30.94217705,292.0,27.29989454, 13.2 ,17.1,107.6233741, 5.9 ,2.9,-53.4,1.0,1210.0,40.7,3412.5,36.8,,,,,,,
2329,RUAG,Switzerland,RoW,Aerospace & Defence,38.6,-8.695653099,1841.5,0.25025029, 2.1 ,60.7,-27.47252722, 3.3 ,-6.4,-106.6,-0.3,9091.0,-0.4,,,,,,,,,
2330,ZHONGJIN GOLD,China,China,Mining,38.6,44.40952982,4871.4,13.26693681, 0.8 ,203.8,24.54466162, 4.2 ,234.2,42.8,4.8,24142.0,0.6,4300.1,47.3,,,,,,,
2331,SANWA,Japan,Japan,Construction & Materials,38.6,2.537411343,3590.6,7.358959965, 1.1 ,68.7,-31.92366773, 1.9 ,274.8,6.6,7.7,11474.0,13.0,2265.9,-7.2,,,,,,,
2332,VIA TECHNOLOGIES,Taiwan,RoW,Technology Hardware & Equipment,38.6,1.61555265,163.4,15.22610382, 23.6 ,2.2,-33.11443366, 1.3 ,-17.0,-44.1,-10.4,,,462.4,-20.6,,,,,,,
2333,POLA ORBIS,Japan,Japan,Personal Goods,38.5,-5.669795918,1794.0,-11.52735201, 2.1 ,37.4,-27.87992981, 2.1 ,248.4,8.5,13.8,4048.0,-3.2,4721.6,-35.6,,,,,,,
2334,QUOTIENT TECHNOLOGY,US,US,Software & Computer Services,38.5,-9.602491083,388.3,12.71507495, 9.9 ,8.0,48.44497734, 2.1 ,-23.2,332.3,-6.0,1072.0,22.2,579.5,-54.2,,,,,,,
2335,FUSHUN SPECIAL STEEL,China,China,Industrial Metals & Mining,38.5,4.98712168,716.0,-2.232099153, 5.4 ,6.5,-12.0503985, 0.9 ,43.8,210.1,6.1,7671.0,5.9,723.6,,,,,,,,
2336,TSUBAKIMOTO CHAIN,Japan,Japan,Industrial Engineering,38.5,4.639289824,1847.1,-5.069702116, 2.1 ,119.6,-15.12186669, 6.5 ,128.3,-19.7,6.9,8733.0,-1.0,1007.1,-35.1,,,,,,,
2337,ACBEL POLYTECH,Taiwan,RoW,Electronic & Electrical Equipment,38.4,13.2384465,608.6,9.880581324, 6.3 ,45.1,134.1097624, 7.4 ,7.4,450.2,1.2,,,338.3,9.4,,,,,,,
2338,JAPAN STEEL WORKS,Japan,Japan,Industrial Engineering,38.4,4.482911906,1774.5,-1.192806823, 2.2 ,104.6,74.54743473, 5.9 ,152.6,-17.5,8.6,5334.0,3.1,1147.9,-33.4,,,,,,,
2339,XIWANG SPECIAL STEEL COMPANY,China,China,Industrial Metals & Mining,38.4,-17.00277108,1423.1,-6.272228263, 2.7 ,34.9,-26.44548387, 2.5 ,42.6,-78.5,3.0,3608.0,-15.6,197.1,-56.6,,,,,,,
2340,F-SECURE,Finland,EU,Software & Computer Services,38.3,4.39389812,217.3,13.95001337, 17.6 ,8.6,15.83042662, 4.0 ,7.2,57.7,3.3,1696.0,1.8,403.3,-23.7,,,,,,,
2341,SAPIENS,Israel,RoW,Software & Computer Services,38.3,8.765857478,289.9,12.41495725, 13.2 ,10.2,499.4777421, 3.5 ,33.7,64.5,11.6,2959.0,24.4,834.2,56.4,,,,,,,
2342,MOLNLYCKE HEALTH CARE,Sweden,EU,Health Care Equipment & Services,38.3,32.48797473,1542.4,46.72367624, 2.5 ,25.9,833.010226, 1.7 ,,,,7790.0,-1.3,,,,,,,,,
2343,SYNDAX PHARMA,US,US,Pharmaceuticals & Biotechnology,38.3,-28.46970308,1.4,0," 2,834.1 ",,,,-51.2,-24.2,-3792.9,35.0,-7.9,203.2,25.9,,,,,,,
2344,MIRUM PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,38.3,155.5793357,,,,0.3,,,-48.7,214.5,,33.0,135.7,259.7,,,,,,,,
2345,FUZHOU ROCKCHIP ELECTRONICS,China,China,Electronic & Electrical Equipment,38.3,17.7892346,177.7,10.26094392, 21.5 ,14.9,, 8.4 ,21.3,4.5,12.0,727.0,9.0,,,,,,,,,
2346,MARINUS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,38.2,51.32069909,,,,0.3,367.4751631,,-48.4,46.4,,43.0,48.3,53.8,-79.1,,,,,,,
2347,LU THAI TEXTILE,China,China,Personal Goods,38.2,7.829807316,810.2,-0.868279335, 4.7 ,100.6,-14.94755541, 12.4 ,133.5,-7.1,16.5,26413.0,2.2,156.0,-39.0,,,,,,,
2348,N BROWN,UK,Row,General Retailers,38.2,-0.607901778,1002.4,-6.146106827, 3.8 ,7.6,91.17647133, 0.8 ,52.4,-199.3,5.2,2526.0,0.2,359.0,-28.3,,,,,,,
2349,KT&G,South Korea,RoW,Tobacco,38.2,15.12237242,3815.9,10.99597429, 1.0 ,197.7,-35.72719095, 5.2 ,1062.5,10.1,27.8,,,10766.6,1.0,,,,,,,
2350,HUA MEDICINE,China,China,Pharmaceuticals & Biotechnology,38.2,15.27722195,2.8,143.8054631," 1,346.3 ",1.1,113.2625606, 40.5 ,-57.1,12.2,-2012.6,158.0,37.4,826.0,,,,,,,,
2351,JABIL,US,US,Electronic & Electrical Equipment,38.2,11.23770437,22505.2,14.4233718, 0.2 ,895.0,-3.006894265, 4.0 ,647.4,25.6,2.9,200000.0,0.5,3921.9,-11.5,,,,,,,
2352,JAMF,US,US,Software & Computer Services,38.1,35.90036714,181.6,39.20866252, 21.0 ,6.4,147.1640419, 3.5 ,-16.6,-37.4,-9.1,1318.0,,,,,,,,,,
2353,MOLECULAR PARTNERS,Switzerland,RoW,Pharmaceuticals & Biotechnology,38.1,10.78413103,18.7,96.84211632, 203.2 ,0.9,126.096622, 5.1 ,-33.7,-2.0,-179.9,135.0,14.4,276.7,-33.4,,,,,,,
2354,TOMY COMPANY,Japan,Japan,Leisure Goods,38.1,17.7390873,1344.7,-6.794343327, 2.8 ,13.5,-41.51675539, 1.0 ,64.4,-41.5,4.8,2568.0,-3.6,368.8,1.2,,,,,,,
2355,ANHUI HONGLU STEEL CONSTRUCTION,China,China,Construction & Materials,38.0,22.21612639,1289.9,37.65728432, 2.9 ,172.3,-0.44723554, 13.4 ,107.4,48.5,8.3,11113.0,0.5,339.9,-9.4,,,,,,,
2356,SAIPEM,Italy,EU,Industrial Engineering,38.0,15.15151515,9099.0,6.720619282, 0.4 ,327.0,-29.97858672, 3.6 ,505.0,313.9,5.6,32381.0,2.2,4371.4,-6.1,,,,,,,
2357,WUS PRINTED CIRCUIT KUNSHAN,China,China,Electronic & Electrical Equipment,38.0,32.08672721,877.5,30.94752149, 4.3 ,56.0,62.22674985, 6.4 ,181.7,99.9,20.7,7617.0,6.4,4643.8,244.6,,,,,,,
2358,TATA CONSULTANCY SERVICES,India,RoW,Software & Computer Services,38.0,-0.653594959,19601.7,7.159487381, 0.2 ,317.0,23.62396514, 1.6 ,4818.3,3.0,24.6,,,105821.9,6.5,,,,,,,
2359,CHROMA ATE,Taiwan,RoW,Electronic & Electrical Equipment,37.9,2.301137909,411.3,-17.84579272, 9.2 ,3.0,-25.51500707, 0.7 ,70.2,-21.9,17.1,,,1884.9,-9.6,,,,,,,
2360,AL-KHATEM TELECOMS PRIVATE SHAREHOLDING,Iraq,RoW,Mobile Telecommunications,37.9,2.86626381,940.2,1.720727413, 4.0 ,154.6,206.339494, 16.4 ,165.9,20.4,17.6,,,,,,,,,,,
2361,SANTHERA PHARMACEUTICALS,Switzerland,RoW,Pharmaceuticals & Biotechnology,37.9,7.855650066,69.3,138.1021613, 54.7 ,0.1,-92.72999559, 0.1 ,-9.6,-79.7,-13.9,113.0,-1.7,132.2,28.7,,,,,,,
2362,SUZUKEN,Japan,Japan,Pharmaceuticals & Biotechnology,37.9,-20.84468602,18056.6,3.804044529, 0.2 ,67.5,42.51249445, 0.4 ,262.7,24.2,1.5,15477.0,-0.7,4813.7,13.1,,,,,,,
2363,BILLION INDUSTRIAL,China,China,Personal Goods,37.9,8.200485229,1197.2,9.240059852, 3.2 ,166.6,-9.088658328, 13.9 ,153.0,20.5,12.8,7208.0,44.7,1419.8,-38.5,,,,,,,
2364,NORMA,Germany,EU,General Industrials,37.9,4.506591649,1100.1,1.471765639, 3.4 ,57.8,-5.026133263, 5.3 ,96.3,-28.0,8.8,8521.0,-3.9,919.5,-50.7,,,,,,,
2365,SPRINGWORKS THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,37.9,329.8343138,,,,0.6,128.6689799,,-52.7,220.4,,56.0,16.7,,,,,,,,,
2366,PLIANT THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,37.9,119.9782759,50.8,, 74.5 ,0.9,-58.50195616, 1.7 ,-1.1,-96.0,-2.2,62.0,29.2,,,,,,,,,
2367,BIGCOMMERCE,US,US,Software & Computer Services,37.8,1.39538032,99.8,22.02749567, 37.9 ,5.0,67.73903072, 5.0 ,-36.5,7.9,-36.6,690.0,0.0,,,,,,,,,
2368,GOODBABY INTERNATIONAL,China,China,Personal Goods,37.8,-2.844453957,1003.3,1.715436619, 3.8 ,,,,45.7,18.9,4.6,11180.0,-9.8,284.1,-53.7,,,,,,,
2369,EAST MONEY INFORMATION,China,China,Financial Services,37.8,23.55426396,182.6,12.57563514, 20.7 ,9.8,-61.11560737, 5.4 ,238.7,79.1,130.7,4553.0,5.3,10020.2,49.2,,,,,,,
2370,VASCO DATA SECURITY,US,US,Software & Computer Services,37.8,31.88495802,226.6,19.92180146, 16.7 ,6.6,102.2523787, 2.9 ,13.6,63548.0,6.0,744.0,1.6,484.7,-27.8,,,,,,,
2371,NINGBO SANXING MEDICAL ELECTRIC,China,China,Electricity,37.8,14.56809713,846.8,14.52162121, 4.5 ,23.4,-41.86123851, 2.8 ,108.4,48.6,12.8,6035.0,3.7,1120.0,-8.7,,,,,,,
2372,FORYOU,China,China,Electronic & Electrical Equipment,37.8,-11.79945021,425.2,-2.150834842, 8.9 ,20.0,-37.201073, 4.7 ,10.3,1732.1,2.4,4934.0,-20.3,286.5,138.5,,,,,,,
2373,BE SEMICONDUCTOR INDUSTRIES,Netherlands,EU,Technology Hardware & Equipment,37.8,0.833355592,356.2,-32.18640054, 10.6 ,1.7,-68.64773368, 0.5 ,91.9,-46.8,25.8,1596.0,-9.3,2149.8,43.6,,,,,,,
2374,JOHN BEAN TECHNOLOGIES,US,US,Industrial Engineering,37.7,-0.469483568,1732.0,1.354378289, 2.2 ,33.7,-4.773870758, 1.9 ,179.0,5.1,10.3,6400.0,10.3,2883.9,-13.4,,,,,,,
2375,ADURO BIOTECH,US,US,Pharmaceuticals & Biotechnology,37.7,-19.38047944,15.4,14.38986883, 245.7 ,1.1,-46.7230441, 7.3 ,-80.2,-11.1,-522.3,96.0,-36.8,87.7,-83.2,,,,,,,
2376,CASETEK HOLDINGS,Taiwan,RoW,Electronic & Electrical Equipment,37.7,14.50866422,964.9,7.020878998, 3.9 ,80.9,-65.89798148, 8.4 ,-2.4,-94.6,-0.3,,,,,,,,,,,
2377,GALERA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,37.7,126.8284909,,,,0.6,82.42117566,,-45.1,109.0,,32.0,23.1,,,,,,,,,
2378,HENAN ZHONGFU INDUSTRY,China,China,Industrial Metals & Mining,37.7,16.96084903,677.4,-53.19078475, 5.6 ,103.7,557.4622959, 15.3 ,26.9,-111.1,4.0,8234.0,-3.0,328.4,-40.8,,,,,,,
2379,HENGDIAN GROUP DMEGC MAGNETICS,China,China,Electronic & Electrical Equipment,37.7,21.30643326,823.5,1.450143588, 4.6 ,70.3,53.76648698, 8.5 ,99.4,0.8,12.1,15243.0,1.2,1427.9,1.2,,,,,,,
2380,ORPHAZYME,Denmark,EU,Pharmaceuticals & Biotechnology,37.6,44.60157828,,,,0.4,273.7569395,,-44.8,45.0,,86.0,50.9,167.9,-14.9,,,,,,,
2381,JINAN SHENGQUAN GROUP,China,China,Chemicals,37.6,3.81030058,734.2,-4.604366162, 5.1 ,27.0,96.48464283, 3.7 ,93.0,-12.9,12.7,2861.0,2.2,,,,,,,,,
2382,EVERGRANDE HEALTH INDUSTRY,China,China,Media,37.6,,718.0,79.8763685, 5.2 ,475.5,432.4928019, 66.2 ,-258.5,-472.7,-36.0,9207.0,325.9,7565.5,-51.5,,,,,,,
2383,SEIKO HOLDINGS,Japan,Japan,Personal Goods,37.6,9.952266301,1950.9,-3.292855071, 1.9 ,72.2,39.59943169, 3.7 ,48.1,-37.3,2.5,11947.0,-0.6,752.9,-28.3,,,,,,,
2384,STALLERGENES GREER,UK,Row,Pharmaceuticals & Biotechnology,37.6,-4.21745117,277.1,6.464256756, 13.6 ,24.9,96.65427509, 9.0 ,17.6,-428.2,6.3,1167.0,-6.0,576.8,-20.8,,,,,,,
2385,GUANGZHOU KINGMED DIAGNOSTICS,China,China,Health Care Equipment & Services,37.6,16.29090553,631.7,17.25252418, 5.9 ,35.0,-20.60352567, 5.5 ,63.1,38.6,10.0,9375.0,2.2,1771.7,856.9,,,,,,,
2386,ALL WINNER TECHNOLOGY,China,China,Electronic & Electrical Equipment,37.5,-5.64650795,185.6,7.372781523, 20.2 ,7.9,-4.194603364, 4.2 ,13.8,79.8,7.4,615.0,-9.8,642.7,2.0,,,,,,,
2387,OVID THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,37.5,24.76365964,,,,0.1,68.76513317,,-54.7,16.0,,59.0,7.3,61.0,-58.3,,,,,,,
2388,FIRST TRACTOR,China,China,Industrial Engineering,37.5,-9.756189992,716.7,3.85858513, 5.2 ,31.7,-7.195490982, 4.4 ,-8.7,-94.0,-1.2,7609.0,-10.4,517.5,31.8,,,,,,,
2389,OKUMA,Japan,Japan,Industrial Engineering,37.5,0.021756507,1403.9,-18.72083578, 2.7 ,81.4,53.45331692, 5.8 ,122.3,-45.6,8.7,3812.0,6.1,1431.9,-19.0,,,,,,,
2390,TECHNOLOGY ONE,Australia,RoW,Software & Computer Services,37.5,11.25626586,177.7,12.6507477, 21.1 ,1.5,-30.63754525, 0.8 ,47.3,209.6,26.6,,,1502.4,37.6,,,,,,,
2391,NETPOSA TECHNOLOGIES,China,China,Technology Hardware & Equipment,37.5,17.77044822,44.4,-84.30902801, 84.4 ,4.6,-87.41097295, 10.3 ,-167.2,-323.5,-376.7,1159.0,-29.5,585.1,-10.5,,,,,,,
2392,MERRY ELECTRONICS,Taiwan,RoW,Leisure Goods,37.5,18.42143819,1076.2,2.543991849, 3.5 ,18.0,-2.68699916, 1.7 ,73.0,2.4,6.8,11764.0,-7.7,907.2,-7.1,,,,,,,
2393,GETAC TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,37.4,7.860637934,796.9,9.148331642, 4.7 ,44.2,1.564829388, 5.5 ,87.6,8.6,11.0,,,812.3,12.2,,,,,,,
2394,SAPPI,South Africa,RoW,Forestry & Paper,37.4,0.961538462,5114.8,-1.03341371, 0.7 ,,,,340.9,-21.2,6.7,12821.0,1.4,,,,,,,,,
2395,FLOWSERVE,US,US,Industrial Engineering,37.4,6.060606061,3511.5,2.927048676, 1.1 ,58.9,-21.21962495, 1.7 ,384.1,44.8,10.9,17000.0,0.0,4983.4,-17.9,,,,,,,
2396,MILESTONE PHARMACEUTICALS,Canada,RoW,Pharmaceuticals & Biotechnology,37.4,149.1839332,,,,0.4,8161.438202,,-51.5,143.0,,,,492.7,,,,,,,,
2397,METASWITCH NETWORKS,UK,Row,Software & Computer Services,37.4,-5.727762259,172.7,9.132635944, 21.6 ,2.1,20.73925287, 1.2 ,-40.7,-430.9,-23.6,840.0,3.4,,,,,,,,,
2398,OTTO,Germany,EU,General Retailers,37.3,37.10938934,13611.1,-0.306396645, 0.3 ,260.6,6.659682179, 1.9 ,198.7,-23.2,1.5,52558.0,1.5,,,,,,,,,
2399,SDL,UK,Row,Software & Computer Services,37.3,26.5873016,439.5,16.39344264, 8.5 ,6.5,154.5454475, 1.5 ,35.7,57.7,8.1,4242.0,9.4,527.0,4.6,,,,,,,
2400,T HASEGAWA,Japan,Japan,Personal Goods,37.2,1.264699402,411.9,1.491427192, 9.0 ,16.8,13.21585971, 4.1 ,19.3,-53.3,4.7,1667.0,4.7,705.5,-7.3,,,,,,,
2401,GRAPHCORE,UK,Row,Software & Computer Services,37.2,91.96830227,8.9,733.7633209, 419.3 ,,,,-87.8,56.7,-989.2,266.0,125.4,,,,,,,,,
2402,APELOA PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,37.1,26.74935503,911.4,13.21827683, 4.1 ,4.1,-60.98404053, 0.4 ,91.3,38.0,10.0,5719.0,-0.7,1578.0,55.4,,,,,,,
2403,AXCELLA HEALTH,US,US,Pharmaceuticals & Biotechnology,37.1,63.45444359,,,,0.1,-79.36267925,,-51.1,69.5,,64.0,30.6,142.4,,,,,,,,
2404,STEEL AUTHORITY OF INDIA,India,RoW,Industrial Metals & Mining,37.1,-3.716917665,8280.6,16.48589332, 0.4 ,424.6,-70.81067628, 5.1 ,863.7,254.1,10.4,72339.0,-5.9,4119.2,31.4,,,,,,,
2405,HERO MOTOCORP,India,RoW,Automobiles & Parts,37.1,1.964690401,3598.5,-13.8120757, 1.0 ,222.3,205.1906841, 6.2 ,405.4,-27.3,11.3,8599.0,0.6,6415.3,-20.9,,,,,,,
2406,CEC CORECAST,China,China,Oil & Gas Producers,37.0,16.17721866,512.1,15.13074735, 7.2 ,18.8,26.29277161, 3.7 ,106.3,35.9,20.8,4176.0,773.6,1324.8,,,,,,,,
2407,HONGRUN CONSTRUCTION,China,China,Construction & Materials,37.0,8.551171183,1504.0,20.85208307, 2.5 ,16.1,-47.60469593, 1.1 ,92.8,11.1,6.2,2163.0,0.3,421.8,-13.4,,,,,,,
2408,ASICS,Japan,Japan,Personal Goods,37.0,0.644301855,3084.0,-2.227268237, 1.2 ,39.2,9.739963216, 1.3 ,76.7,23.1,2.5,9039.0,2.4,2125.1,-21.6,,,,,,,
2409,ZHEJIANG XINAN CHEMICAL INDUSTRY,China,China,Chemicals,36.9,-0.118738917,1366.4,0.394682758, 2.7 ,106.4,53.95387642, 7.8 ,78.8,-59.5,5.8,5930.0,2.7,946.3,-27.0,,,,,,,
2410,AGILYSYS,US,US,Technology Hardware & Equipment,36.9,4.133912358,143.1,14.13995845, 25.8 ,3.0,3.074147784, 2.1 ,-29.9,185.5,-20.9,1275.0,36.2,574.3,70.7,,,,,,,
2411,SHENZHEN INVT ELECTRIC,China,China,Electronic & Electrical Equipment,36.9,26.52781241,279.4,-0.10444951, 13.2 ,9.2,-30.16400285, 3.3 ,-12.6,-147.1,-4.5,3350.0,-2.2,368.6,-4.2,,,,,,,
2412,FORMOSA PLASTICS,Taiwan,RoW,General Industrials,36.9,9.508916969,6145.5,-9.776208873, 0.6 ,511.3,10.34126575, 8.3 ,601.8,-20.2,9.8,,,17711.3,-16.4,,,,,,,
2413,TIMKEN,US,US,Industrial Engineering,36.9,10.99195878,3373.6,5.839477196, 1.1 ,125.2,24.86678508, 3.7 ,459.7,13.6,13.6,18000.0,5.9,2719.7,-18.6,,,,,,,
2414,CJ,South Korea,RoW,Food Producers,36.8,-3.764266783,25971.0,14.41658506, 0.1 ,2308.2,-3.267359816, 8.9 ,1160.3,13.3,4.5,,,1828.2,-38.3,,,,,,,
2415,SHENZHEN YSSTECH INFO-TECH,China,China,Software & Computer Services,36.8,41.04201115,81.9,2.577408855, 44.9 ,3.3,-77.65593115, 4.0 ,13.1,-51.3,16.0,2631.0,6.1,721.7,-23.5,,,,,,,
2416,NIHON UNISYS,Japan,Japan,Software & Computer Services,36.8,13.99696962,2541.5,4.188556979, 1.4 ,27.0,12.95726342, 1.1 ,210.9,27.6,8.3,7830.0,1.2,3072.9,26.5,,,,,,,
2417,ACS,Spain,EU,Construction & Materials,36.8,24.32432432,39048.9,6.520604926, 0.1 ,1163.1,43.66643239, 3.0 ,1503.8,4.6,3.9,194036.0,1.2,10815.0,-4.2,,,,,,,
2418,SGL CARBON,Germany,EU,Chemicals,36.8,11.51515152,1086.7,3.742243437, 3.4 ,95.1,21.76696543, 8.8 ,-48.8,-198.2,-4.5,5127.0,1.9,546.9,-58.4,,,,,,,
2419,WELBILT,US,US,Industrial Engineering,36.8,10.72386075,1418.8,0.238978681, 2.6 ,30.2,58.41121233, 2.1 ,195.6,-4.5,13.8,5100.0,-7.3,1976.4,-28.4,,,,,,,
2420,BENEVOLENTAI,UK,Row,Support Services,36.8,107.8066183,8.5,180.000053, 434.7 ,4.5,2865.652572, 53.7 ,-38.1,-6.4,-450.5,146.0,121.2,,,,,,,,,
2421,AVIAGEN INTERNATIONAL FINANCE,UK,Row,Food Producers,36.7,3.857090082,769.1,12.87442856, 4.8 ,80.0,-16.69997436, 10.4 ,231.7,15.9,30.1,3790.0,5.5,,,,,,,,,
2422,NIPPON SUISAN KAISHA,Japan,Japan,Food Producers,36.7,-2.278646441,5628.9,-3.102746625, 0.7 ,228.0,27.51745244, 4.1 ,184.5,11.9,3.3,9247.0,2.0,1570.0,1.0,,,,,,,
2423,WUHAN JINGCE ELECTRONIC,China,China,Electronic & Electrical Equipment,36.7,67.31653092,243.4,39.77321753, 15.1 ,62.4,176.4174409, 25.6 ,49.8,6.1,20.4,2216.0,29.5,731.9,-6.2,,,,,,,
2424,BITZER,Germany,EU,Support Services,36.7,7.035146566,740.6,-0.313896939, 5.0 ,54.9,-15.21041094, 7.4 ,58.6,-24.6,7.9,3541.0,3.5,,,,,,,,,
2425,HUAPONT LIFE SCIENCE,China,China,Pharmaceuticals & Biotechnology,36.7,-6.134053044,1250.0,-4.528519166, 2.9 ,182.6,30.38583158, 14.6 ,193.1,12.5,15.4,12050.0,7.5,1085.4,2.0,,,,,,,
2426,NICHICON,Japan,Japan,Electronic & Electrical Equipment,36.7,-6.683270228,976.3,-2.592381523, 3.8 ,56.2,-13.07750629, 5.8 ,20.8,-53.4,2.1,5409.0,4.6,623.0,-26.6,,,,,,,
2427,MIDDLEBY,US,US,Industrial Engineering,36.7,16.71388288,2634.4,8.686044568, 1.4 ,41.5,29.32574874, 1.6 ,462.6,11.7,17.6,9778.0,4.6,5434.3,-9.9,,,,,,,
2428,AUDIOCODES,Israel,RoW,Technology Hardware & Equipment,36.7,18.86269772,178.3,13.65542533, 20.6 ,1.7,45.44783859, 1.0 ,-8.5,-158.4,-4.8,728.0,3.1,453.2,66.5,,,,,,,
2429,HUAGONG TECH,China,China,Electronic & Electrical Equipment,36.6,12.72470362,675.6,3.311491302, 5.4 ,48.1,52.35263336, 7.1 ,47.2,-3.4,7.0,6965.0,-1.2,2230.8,43.3,,,,,,,
2430,OCULAR,US,US,Pharmaceuticals & Biotechnology,36.6,11.31247708,3.8,112.4121038, 972.1 ,2.0,18.47538689, 52.9 ,-76.4,45.1,-2029.9,161.0,-3.6,180.2,-22.3,,,,,,,
2431,KRATON,US,US,Chemicals,36.6,-0.54000235,1606.2,-10.30181317, 2.3 ,93.2,1.735233868, 5.8 ,81.1,-63.1,5.1,1944.0,1.4,774.5,-42.0,,,,,,,
2432,CAF,Spain,EU,Industrial Engineering,36.5,-10.93624186,2597.7,26.81267846, 1.4 ,72.3,15.76417815, 2.8 ,148.6,-17.2,5.7,12484.0,9.2,1354.1,3.1,,,,,,,
2433,SUBSEA 7,Luxembourg,EU,Industrial Engineering,36.5,40.4109589,3254.9,-10.24105258, 1.1 ,213.5,0.840689367, 6.6 ,-23.1,-112.9,-0.7,,,2682.0,-29.1,,,,,,,
2434,YAPP AUTOMOTIVE SYSTEMS,China,China,Automobiles & Parts,36.5,45.85860527,1071.6,15.26800538, 3.4 ,48.7,-33.41468298, 4.5 ,71.4,26.2,6.7,4564.0,3.3,104.6,-35.6,,,,,,,
2435,FERRO,US,US,Chemicals,36.5,1.83983297,906.5,-5.900539928, 4.0 ,57.8,-19.41105637, 6.4 ,85.7,-20.0,9.5,5922.0,-2.3,743.2,-54.8,,,,,,,
2436,HOUSE FOODS,Japan,Japan,Food Producers,36.4,6.006649472,2395.7,-1.015520991, 1.5 ,121.7,56.30304985, 5.1 ,151.9,9.6,6.3,6122.0,0.9,3328.6,20.5,,,,,,,
2437,ZHEJIANG YASHA DECORATION,China,China,Construction & Materials,36.4,19.27697137,1365.1,17.21983942, 2.7 ,34.4,76.10815392, 2.5 ,76.3,20.4,5.6,6847.0,11.3,828.5,-0.7,,,,,,,
2438,REVOLUTION MEDICINES,US,US,Pharmaceuticals & Biotechnology,36.3,28.89717389,44.5,148.157705, 81.6 ,2.3,72.71516598, 5.2 ,-48.2,34.2,-108.2,95.0,9.2,,,,,,,,,
2439,ATRICURE,US,US,Health Care Equipment & Services,36.3,17.49272668,205.5,14.47056526, 17.7 ,10.8,96.13590915, 5.3 ,-25.9,70.2,-12.6,730.0,17.7,945.6,-13.1,,,,,,,
2440,FOUNDER TECHNOLOGY,China,China,Technology Hardware & Equipment,36.3,52.09375497,724.2,3.14156111, 5.0 ,74.9,-29.19504719, 10.3 ,-116.7,-976.4,-16.1,7267.0,-0.9,931.2,18.1,,,,,,,
2441,COSMO ENERGY,Japan,Japan,Oil & Gas Producers,36.3,8.593750982,22335.5,-1.168149325, 0.2 ,637.3,6.867117076, 2.9 ,81.4,-89.2,0.4,6846.0,0.9,1331.2,-53.0,,,,,,,
2442,CAIXA GENERAL DE DEPOSITOS,Portugal,EU,Banks,36.3,52.5136612,2068.7,-1.062311057, 1.8 ,,,,1134.9,33.9,54.9,12348.0,-11.8,,,,,,,,,
2443,CISEN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,36.2,-6.497881169,496.2,6.910381393, 7.3 ,13.2,156.1527275, 2.7 ,66.9,-7.5,13.5,2983.0,3.6,561.1,126.9,,,,,,,
2444,APTINYX,US,US,Pharmaceuticals & Biotechnology,36.2,-3.678875082,3.3,-44.18923293," 1,108.2 ",0.0,-89.43507051, 1.2 ,-53.1,8.6,-1624.8,43.0,-31.7,101.0,-85.9,,,,,,,
2445,TAIHEIYO CEMENT,Japan,Japan,Construction & Materials,36.1,2.783575616,7214.2,-3.462722874, 0.5 ,541.5,2.879727329, 7.5 ,453.2,-14.4,6.3,13119.0,0.3,2781.7,-20.2,,,,,,,
2446,AVON PRODUCTS,US,US,Personal Goods,36.1,-15.41666667,4240.0,-14.50469369, 0.9 ,52.1,-38.35616461, 1.2 ,235.8,-36.4,5.6,19500.0,-15.2,1716.7,118.0,,,,,,,
2447,SUMEC,China,China,Industrial Engineering,36.1,7.697725447,10709.6,2.924807249, 0.3 ,112.1,-51.92111032, 1.0 ,335.4,6.0,3.1,22609.0,15.0,466.6,38.2,,,,,,,
